
nbTeams = 22;

nbRounds = 63;

M = [
[0,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0],
[4,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0],
[1,1,0,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0],
[1,1,2,0,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0],
[1,1,1,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0],
[1,1,1,1,2,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0],
[1,1,2,2,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0],
[1,1,1,1,1,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0],
[1,1,2,1,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0],
[1,1,1,1,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0],
[1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0],
[0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,1,2,1,1],
[0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,1,1,2,1],
[0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,1,2,1,1],
[0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,2,1,1,2,1],
[0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,2,1,1,2],
[0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,2,1,1,2],
[0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,0,1,1,2,1],
[0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,0,1,1,2],
[0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,0,1,1],
[0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,2,1,1,0,1],
[0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,1,1,0]
];

D = [
[0,629,3715,4533,4295,5411,5066,5274,5072,5770,5623,6399,6416,7024,6038,6416,6195,6214,6527,6438,7063,6416],
[629,0,3573,4436,4140,5212,4853,5103,4884,5536,5400,6124,6142,6880,5781,6142,5910,5908,6189,6167,6765,6141],
[3715,3573,0,887,580,1715,1399,1560,1371,2113,1953,2799,2814,3315,2414,2814,2626,2703,3096,2828,3488,2814],
[4533,4436,887,0,463,1108,948,880,811,1556,1388,2265,2277,2500,1880,2277,2145,2277,2704,2280,2939,2277],
[4295,4140,580,463,0,1141,848,980,797,1554,1390,2252,2267,2742,1864,2267,2094,2191,2600,2278,2942,2267],
[5411,5212,1715,1108,1141,0,371,249,344,449,282,1157,1169,1709,773,1169,1044,1192,1622,1173,1835,1169],
[5066,4853,1399,948,848,371,0,395,188,715,559,1405,1420,2080,1017,1420,1248,1355,1774,1432,2095,1420],
[5274,5103,1560,880,980,249,395,0,249,690,527,1391,1402,1781,1012,1402,1288,1440,1871,1403,2060,1402],
[5072,4884,1371,811,797,344,188,249,0,768,601,1477,1491,2012,1088,1491,1341,1467,1894,1498,2163,1491],
[5770,5536,2113,1556,1554,449,715,690,768,0,169,710,723,1527,324,723,599,761,1189,729,1394,723],
[5623,5400,1953,1388,1390,282,559,527,601,169,0,879,892,1601,492,892,762,915,1345,898,1562,892],
[6399,6124,2799,2265,2252,1157,1405,1391,1477,710,879,0,18,1400,390,18,227,353,618,56,690,18],
[6416,6142,2814,2277,2267,1169,1420,1402,1491,723,892,18,0,1388,404,0,245,368,621,41,675,1],
[7024,6880,3315,2500,2742,1709,2080,1781,2012,1527,1601,1400,1388,0,1461,1388,1577,1750,1945,1347,1482,1388],
[6038,5781,2414,1880,1864,773,1017,1012,1088,324,492,390,404,1461,0,404,289,476,888,415,1078,404],
[6416,6142,2814,2277,2267,1169,1420,1402,1491,723,892,18,0,1388,404,0,245,368,621,41,675,1],
[6195,5910,2626,2145,2094,1044,1248,1288,1341,599,762,227,245,1577,289,245,0,201,599,280,872,244],
[6214,5908,2703,2277,2191,1192,1355,1440,1467,761,915,353,368,1750,476,368,201,0,430,409,858,367],
[6527,6189,3096,2704,2600,1622,1774,1871,1894,1189,1345,618,621,1945,888,621,599,430,0,652,690,620],
[6438,6167,2828,2280,2278,1173,1432,1403,1498,729,898,56,41,1347,415,41,280,409,652,0,665,42],
[7063,6765,3488,2939,2942,1835,2095,2060,2163,1394,1562,690,675,1482,1078,675,872,858,690,665,0,675],
[6416,6141,2814,2277,2267,1169,1420,1402,1491,723,892,18,1,1388,404,1,244,367,620,42,675,0]
];

HP = [
[0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1],
[1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0],
[0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0],
[0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1],
[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0],
[0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1],
[0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0],
[0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1],
[0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1],
[0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0],
[0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1],
[0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1],
[1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0],
[0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0],
[0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0],
[1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1],
[1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0]
];

AP = [
[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1],
[0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0],
[0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1],
[0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0],
